ID,Request_ID,Status,Messages,Name,Phone,Email,Language,Route,Address,Order,Unit,ZIP,LAT,LON,Household_Size,Restrictions,Preferences,Driver_Instructions,Restriction Codes
115,229,Active,,Whitney Watson,3523524689,tg30094gc4@iloveapps.com,English,1,1738 SE 8TH CT,3,APT B,32608,29.699199,-82.35743,4,"Cooking equipment: hot plate, skillet, crock pot, microwave, fridge","Low-cook fruits, ready-to-eat vegetables; bread, cereal, instant oatmeal; deli/pre-cooked meat, can goods (meats, microwave meals, soups), milk, tea, sugar",,
116,234,Cancelled,,Kathryn Griffin,3522929290,mktf04i425@aol.com,,,917 NW 73RD AVE,,,32601,,,2,"Vegetarian. No microwave, no oven, but does have stovetop. Has enough peanut butter","Produce (veggies - squash, peppers, potatoes), berries, canned beans, eggs, non-dairy-milk, bread, nuts",,
117,235,Active,,Victoria Gilbert,3520156991,crxgk39vbu@aol.com,Spanish,12,112 SW 12TH PL,4,,32607,29.714342,-82.370656,8,,(No pref. ind.),,
118,236,Active,,Cindy Harris,3526909067,jj9ygnq20n@pureemail.com,English,2,1370 NE 51ST CT,4,Apt 403,32601,29.661416,-82.27101,5,,"Produce (apples, bananas, berries, salad greens, collards, corn, green beans, potatoes), eggs, milk, grains (bread, rice), peanut butter, jelly, meats (chicken, bacon, hamburger meat), toiletries (toilet paper, tooth paste)",,
119,238,Cancelled,,Debbie King,3527887566,brvtdrxzxg@aol.com,,,1549 SE 64TH TER,,Apt 5A,32606,,,4,"Cannot eat peppers, onions, garlic (IBS), citrus","Produce (potatoes, grapes, watermelon), dairy, eggs, Canned soup, veggies, rice, pasta, peanut butter, white tuna, alfredo sauce, marinara, cereal, jelly,,apple juice, toilet paper, shampoo and cleaning supplies like detergent. ",,
120,241,Active,,Jessica Leon,3524104452,uoo2ol5qmr@gmail.com,English,10,1441 NW 38TH PL,1,,32641,29.705836,-82.26377,1,"Cannot eat cheese, other dairy is fine","Produce, legumes (beans, peas, etc), fruit, pasta, boxed or bag snacks, frozen/premade meals",,
121,242,Cancelled,,Tyler Cook,3528102651,g6k4llm9ua@hotmail.com,,,1843 NW 58TH CT,,,32608,,,2,"No tree nuts, no coconut, no processed foods","LOTS of fresh vegetables, fruits, eggs, plain yogurt, milk. I can only eat whole foods (autoimmune disease). Anything fermented is good. I currently can't eat legumes or wheat, but it's not a bad allergy.",,
122,244,Active,,Robert Pacheco,3529415829,8l5bojf3bp@iloveapps.com,English,13,1005 SE 78TH CT,8,Apt TT228,32607,29.712566,-82.278507,2,Gluten Soy Dairy,"Pineapples, peas, carrots, spinach, seasoned greens, lima beans, potatoes, oranges; lactose-free milk, gf and soy-free cereal, juices, kool-aid, sweet tea, hot tea, cocoa, coffee",,
123,246,Cancelled,,Jennifer Russell,3522366024,6f66lxun48@gmail.com,,,1021 SW 15TH CT,,APT L-345,32608,,,2,,"Mostly fruits and veggies (fruits of any kind, spinach, kale, broccoli, asparagus etc), rice, bread, granola bars, chicken/fish, water, milk",,
124,247,Cancelled,,Michael Harvey,3521038218,ds15gmaypx@pureemail.com,,,1315 NW 7TH TER,,APT 1022,32608,,,1,,"Just enough fresh produce for salads (lettuce, carrots, celery), frozen produce; bread, pasta, pasta sauce, beans, rice, canned soup, deli meat, cheese",,
125,251,Cancelled,,Shannon Bryan,3525599899,jdkdtswwlv@gmail.com,,2,2902 NE 80TH CT,,Apt G225,32608,29.66043,-82.264183,2,"Vegetarian - eats cheese and eggs, only plant-based milk","Any fresh or canned fruit, mixed vegetables, chickpeas, beets, kidney, pinto, no pref on vegetables",,
126,263,Active,,Jamie Sherman,3520352649,khl87u3tgp@pureemail.com,English,11,2786 SE 17TH PL,7,Apt C28,32609,29.707188,-82.246512,4,,"Chicken, beef, pork, ground beef; rice, pasta, mashed potatoes; green beans, corn, potatoes, onions, broccoli, tomatoes; any fruit but specifically oranges, apples, and bananas",,
127,264,Cancelled,,Kimberly Evans,3529859772,wjvknl6s12@pureemail.com,,,1364 SE 28TH ST,,,32601,,,3,Diabetic,"Any and all gr vegg, potatoes, tomatoes, can easily prepare vegetables need immediate processing. One needs Ensure or protein drinks. Any can goods. For diabetic: barley and buckwheat noodles. ",,
128,267,Active,,Daniel Dunlap,3524360353,0hasr5zd4c@gmail.com,English,3,3153 SW 7TH AVE,1,APT 3,32601,29.711325,-82.268104,2,"Check for pre-pack bag. No meat, no gluten, low dairy","Whole foods - veggies and fruits, tempeh, eggs, rice",,GLUT
129,270,Active,,Travis Baker,3521898099,imwe1mvy6n@pureemail.com,English,12,3675 SE 18TH PL,1,APT 408,32606,29.729936,-82.33771,3,Lactose free,(No pref. ind.),,
130,276,Active,,Patrick Combs,3520060734,nw9qdyfg91@aol.com,English,8,2895 NE 5TH AVE,8,,32605,29.752579,-82.272106,5,"No red meat, no spicy food","Fruits and vegetables - likes apples, bananas, pears, ncoleslaw, brussels sprouts, but not too picky. Walnuts and nuts, white tuna and other fish, milk and eggs",,
131,278,Error,,Stacey Stanley,3523104363,dfc4w0mi3q@iloveapps.com,English,14,2029 SW 54TH TER,,(APT 37),32653,29.699143,-82.24468,8,1 diabetic,"Banana, apple, orange; potat; white/wht bread; white rice, taco shells, hot dog buns with hot dogs; pb+j, mac n cheese; eggs, 2% milk, shred cheese, butter, strawb-banan yogurt; hamburger meat, chicken whole/legs/breast, lunch meat, hot dogs",,
132,282,Active,,Samuel Jackson,3521577799,drw9dd9bc7@pureemail.com,English,6,3400 SE 18TH TER,11,Apt 75,32601,29.709517,-82.255366,4,,"Cereal, vegetables (salads, string beans, peas, corn, carrots, tomatoes, broccoli, greens, okra, green vegetables), fruits (all of it), pasta, macaroni, beans, lima beans, rice, eggs, milk, butter ",,
133,289,Active,,Michael Jones,3521253979,9meimajwnb@pureemail.com,English,9,3440 SW 74TH PL,4,,32607,29.661965,-82.356971,7,No citrus,"Meats (hamburger, chicken, pork chop, fish), vegetables (corn, carrots, green beans, potatoes, mixed vegetables, frozen /canned), fruits (bananas, grapes, strawberries), eggs, milk, rice and bread/bagels",,
134,295,Active,,Victor Ford,3522544295,u0khvsu78y@aol.com,English,13,2859 NW 74TH AVE,9,Apt BB137,32607,29.680928,-82.353092,2,"Vegan unless local, low potassium, low sodium, ","Produce, vegan meat, local meat if possible",,
135,297,Active,,Melissa Hamilton,3526250776,ct2ykrkgx2@gmail.com,English,16,720 SW 11TH TER,1,Room 301,32607,29.614139,-82.346262,4,,"Fruit, vegetables, eggs, snacks, spaghetti, mac n cheese, yogurt, burgers, peanuts. Hygiene items if you have them.",,
136,298,Error,,Ronald Waters,3521041525,kteg7i96gw@iloveapps.com,English,12,2962 NW 58TH CT,9,APT 2111,32608,29.72817,-82.312348,8,,,,
137,299,Active,,Rebecca Harris,3523943721,pctkwwurwm@pureemail.com,English,13,2540 SW 9TH TER,6,Lot 90,,29.675923,-82.314529,1,"Doesn't use beans, soup isn't useful","Not picky, fruits (strawberries, cherries), vegetables, meats",,
138,300,Active,,Jose Reid,3527080082,zy0rheasjd@aol.com,English,3,706 SE 80TH ST,2,APT 102,32601,29.748434,-82.318892,2,,,,
139,301,Active,,Edwin Mcdaniel,3523655744,q5ab1vaka2@aol.com,English,1,4000 SE 76TH TER,2,Apt A,32608,29.680577,-82.315939,2,,,,
140,302,Active,,Carlos Ruiz,3522538241,w58t234mnn@aol.com,English,16,2341 SE 44TH TER,3,APT A,,29.706111,-82.416073,4,No tomatoes,"Fruit and vegetables: bananas, pears, apples, peas, corn, green beans, lettuce. Milk and eggs. Pasta, rice, potatoes. Any meat. Not too picky",,
141,304,Waitlist - Waiting,,Anthony Powers,3522579829,84a2zhdxtj@pureemail.com,English,12,3849 SW 61ST BLVD,,APT R111,32607,29.698104,-82.339753,2,Shellfish allergy,"Produce (oranges, bananas, grapes, strawberries; broccoli, brussels, zucchini, lettuce), milk and eggs, no meat preference, any grain is fine",,
142,305,Waitlist - Waiting,,Tracy Medina,3527027518,96qy5550vu@pureemail.com,English,7,252 NE 37TH AVE,,,32605,29.733499,-82.278963,2,,"Any prod: squash, cucumber, tomato, lettuce, caulif, broc, green beans), bread (rye, honey wheat, white, any), pastries, eggs or milk, meat (hamburger, gr turkey, chicken thigh, no liver), can goods (fruits, tomatoes, corn), rice",,
143,307,Urgent,,Amber Fox,3528254947,ckcn27igor@iloveapps.com,English,9,62 NW 77TH CT,1,APT 7,32641,29.73078,-82.325637,2,,"(Check for her mail) Vegetables (Bell peppers, onions), canned meat, bread, mayo, canned veggies, peanut butter, jelly, noodles",,
144,308,Active,,Andrea Frank,3526237051,k7i1rfy6be@aol.com,English,16,3642 NW 73RD TER,6,APT 103,32607,29.679497,-82.366269,3,,"Produce (bananas, tomatoes, lettuce, peppers, strawberries, watermelon, mushrooms, interested in local veggies), bread (butter bread) and pastries, eggs and dairy, meat (chicken), canned goods (anything)",,
145,309,Active,,Johnny Larsen,3524293359,d33dqlg0tc@hotmail.com,English,10,3009 SE 8TH PL,5,,32641,29.646378,-82.237956,1,,"Pref more produce. Any prod (apples, oranges, strawberries, pears; mixed veg, broc, brussel sprouts, carrots, celery, any), multigrain bread, can cooking soups (cream mushroom), egg, milk and dairy, fish, beef, cheese, yellow rice, chili mix, sea salt",,
146,311,Active,,Stephanie Phillips,3529859499,gyxc8i4shy@pureemail.com,English,2,1236 SW 5TH PL,2,APT 226,32601,29.657124,-82.267179,1,Capsaicin allergy (peppers). No dog-unfriendly food like grapes,"Any veg, leafy greens, lettuce, tomatoes; any fruit, pref bananas, apples. Any bread. Canned goods: canned sauces, pasta, beans, veggies. Canned bread they will take. Would love eggs. No particular meat preference except no spicy sausages",,
147,312,Waitlist - Waiting,,James White,3523033799,aeztm05muv@aol.com,English,1,537 NW 56TH ST,,APT B,32608,29.631956,-82.26298,4,"No mushrooms, no coconut","Fruits (mango, banana, pear, cantaloupe, green grapes, honeydew, pineapples), veg (any), bread (white, wheat, honey wheat, butter), pastries, canned goods, milk, eggs, juice, sugar, seasoning, condiments, cheese, yogurt, applesauce, sweet treats",,
148,313,Active,,Oscar Boyer,3526691755,qpgx2lim0w@gmail.com,English,2,1860 SE 27TH CT,6,APT 41,32608,29.704152,-82.294168,1,,"Produce (broccoli, cauliflower, carrots; apples, oranges), bread and pastries, eggs/milk, meat (hamburger, chicken), cereal",,
149,314,Active,,Haley James,3526265966,bl13cl5047@gmail.com,English,9,673 SE 51ST AVE,3,,32607,29.67551,-82.333264,1,"Check for pre-pack bag. No peppers, no squash, no salads. Ready-made food (no prep/no electricity needed)","Fruits (oranges, apples, grapes, not picky), vegetables (celery, cucumbers, tomatoes), fruits and vegetables that don't have to be refrigerated. Peanut butter and jelly, beef stew, canned soups",,LPNP STOR
150,315,Active,,Jeremy Evans,3524435912,ejx6slld5t@hotmail.com,English,2,1877 NW 17TH CT,1,APT 4,32601,29.738628,-82.301807,3,,No pref ind. Nutritional shakes would be great.,,
151,318,Active,,Cole Clark,3524315588,g8r2t78xfc@iloveapps.com,English,1,838 SE 31ST TER,4,APT B,32608,29.680409,-82.279359,4,"1 egg allergy, 1 lactose-intolerant person","Orange, banana, mango, apple, papaya, melon, grapes; vegg not picky: green beans, spinach, broc, brus sprouts, wht/hny wheat bread, pastries; can beans, cashews, mixed veg, green beans, tomatoes; milk and eggs, meat not picky, beef, chx, pork",,
152,319,Active,,Austin Brown,3520132782,jc0w7xhhzb@hotmail.com,English,9,975 NW 4TH CT,1,,32607,29.639083,-82.331204,3,None,"Fruits (strawberries, apples, grapes, bananas), vegetables (not picky), white bread, pastries, eggs, milk, or meat. Juice.",,
153,320,Active,,Janice Butler,3528082520,x1fpabyyk9@hotmail.com,English,3,3145 SE 78TH ST,7,,32601,29.744953,-82.278176,1,"No bread (bagels okay), lactose intolerance, no corn, no beans, no pork","Apl,banan,plantn, orng,mandrn,cher,plm,blub,strab, gr-sdls grap,tomat; avo,yam,sqh, cauli,shrd/head lett,romaine, carr,onion,swt bb pepp,potat. Bagel,bun,chz pastr,crxst. Can tuna,mandrn. Penne,lntl,soup,chxpea, crn bf,grn bn,pinpl,refr bean. Bf,lamb,egg",,
154,321,Active,,Benjamin Rosales,3525106341,5zefufmq1p@gmail.com,English,9,223 NW 42ND ST,2,,32607,29.72393,-82.341392,5,No shellfish,"Prefer more canned goods and bread than vegetables. Fruits (not picky), green beans, corn, potatoes, white bread, pastries, pasta, tomato sauce, canned fruits, canned vegetables, eggs and milk, meat (chicken, hamburger, tilapia, pork chops)",,
155,322,Waitlist - Waiting,,Rebecca Moore,3524854368,t742fxgusn@gmail.com,English,9,992 NE 68TH CT,,,32607,29.667744,-82.30103,3,No brussels sprouts,"Not too picky. Fruits (bananas, apples, oranges, peaches, pears, avocado, not picky), vegetables (corn, green beans, spinach, greens), bread (hamburger buns, hot dog buns, sandwich bread, white bread), pastries, canned goods (any), eggs, milk, meat",,
156,323,Waitlist - Waiting,,William Grimes,3521378371,uulb41iajd@aol.com,English,1,3615 NW 37TH BLVD,,APT C115,32608,,,1,No dairy,"Fruits (not picky, pineapple, watermelon, bananas), vegetables (broccoli, peas, corn, spinach), bread (no pref), non-dairy pastries, canned goods any, eggs, meat (any)",,
157,324,Active,,Nicole Smith,3529423894,fmh1p2pp19@hotmail.com,English,5,2759 SW 49TH ST,3,,32605,29.754018,-82.310886,6,"Vegetarian, kosher meat okay, 2 gluten-free folks","Fruit (not picky except for grapes), vegetables (any except onions or eggplants, likes lettuce, carrots, potatoes, not bok choi), bread (gluten-free bread and sourdough), pastries, canned goods (any), kosher meat, eggs, milk",,
158,325,Active,,Andrew Huerta,3527355410,9ltqv5gmyi@iloveapps.com,English,6,1922 NE 38TH ST,3,APT 405,32601,29.729029,-82.277788,1,Check for pre-pack bag. Low-prep and ready-to-eat food,"Fruit (grapefruit, apples, bananas, not picky), vegetables (all, cabbage, sweet potatoes), canned beans, rice, canned tomatoes, canned tuna in water, canned goods, eggs, milk, meat",,LPNP
159,239,Active,,Megan Robinson,3528050016,ll4hw5rep7@iloveapps.com,Spanish,1,226 SE 77TH PL,5,Apt 9B,32608,29.712163,-82.34594,5,,"white rice, any type of meat, vegetables (broccoli, potatoes, etc.), canned beans, bread, oil, whole milk ",,
160,,Active,,Jesse Booker,3521352883,qn29bc37ah@iloveapps.com,English,4,1533 SW 63RD TER,1,,32601,29.703429,-82.309954,10,"No breads or pastries that have been repackaged in-house, no food with expiration date on it","PACKERS: THIS IS A SPECIAL ORDER. PLEASE GIVE TO A FACILITATOR TO COMPLETE. Fresh fruits and veggies, canned goods",,
161,128,Active,,Jordan Espinoza,3525730831,dxosmsf3u1@pureemail.com,Spanish,13,2025 SE 16TH TER,2,Lot H30,32608,29.654112,-82.338322,5,,"Veggies, no-prep foods, rice, beans, tuna, teas",,
162,129,Active,,Robert Allen,3526393658,xtvjj0xa2d@pureemail.com,Spanish,11,879 SW 13TH CT,4,,32609,29.701688,-82.303073,4,,"Add eggs, proteins, milk",,
163,131,Active,,Sarah Dudley,3521995502,78k9w33epb@iloveapps.com,Spanish,13,3562 NW 17TH TER,3,Lot J01,32608,29.656647,-82.351763,3,,(No pref ind.),,
164,132,Cancelled,,Kevin Brady,3527420779,chzg87wat1@hotmail.com,,,72 SE 27TH BLVD,,,,,,,,,,
165,133,Active,,Dana Cross,3527643652,vqwar5z9id@iloveapps.com,Spanish,13,424 NE 14TH CT,1,Lot H34,32608,29.667443,-82.308797,6,,(No pref ind.),,
166,134,Active,,Stephanie Mata,3528348779,k3zu2qk196@hotmail.com,Spanish,5,3174 SE 33RD CT,9,Apt M131,32607,29.728889,-82.319768,6,Low fat,"Produce + dry goods, teas",,
167,135,Cancelled,,Ashley Nguyen,3523521448,6568s5pd2x@iloveapps.com,,,3213 NE 34TH TER,,Apt 15,32608,,,4,,(No pref ind.),,
168,136,Active,,Jack Turner,3526528048,pisqocoxlv@gmail.com,Spanish,8,3733 SE 38TH BLVD,7,,32609,29.752256,-82.277551,4,,(No pref ind.),,
169,138,Active,,Derek Olson,3522258874,o305k5668m@aol.com,Spanish,11,1979 NW 38TH BLVD,1,,32601,29.693074,-82.276882,5,,(No pref ind.),,
170,139,Active,,Jacob Johnson,3523526546,aergwb6zp1@hotmail.com,Spanish,2,302 SW 79TH CT,5,APT A,32601,29.729407,-82.300511,3,,(No pref ind.),,
171,141,Active,,Kimberly Hayes,3527920678,arujgqla5e@aol.com,Spanish,8,2755 SW 63RD BLVD,9,,32605,29.769051,-82.274872,3,,(No pref ind.),,
172,142,Error,,Timothy Anderson,3525488515,902x99i136@hotmail.com,,,610 NW 60TH BLVD,,Apt C,32607,,,2,,(No pref ind.),,
173,144,Active,,Virginia Henderson,3525542640,rxh9qeka8g@gmail.com,Spanish,11,3229 SW 59TH ST,2,,32601,29.737888,-82.255794,4,,(No pref ind.),,
174,160,Cancelled,,Michael Castro,3522587653,f2hepm168q@aol.com,,,1478 NE 7TH BLVD,,Lot 2426,32608,29.674454,-82.366239,4,,(No pref ind.),,
175,166,Active,,William Carrillo,3529615495,tm2iiuvuuy@pureemail.com,Spanish,16,3465 NE 50TH AVE,8,"Bldg F, Apt F7",32607,29.66032,-82.411542,10,,"Chicken, meat, pasta, vegetables, fruits, water",,
176,230,Active,,Michelle Parker,3523660731,kxqmac5pze@pureemail.com,Spanish,8,1748 NE 23RD AVE,4,Apt 7,32609,29.745034,-82.326238,5,,(No pref. ind),,
177,,Cancelled,,Sabrina Keith,3525602211,vp73ixt14m@hotmail.com,,,1412 NE 47TH TER,,,,,,1,,"Cookies, Jello, Nutri bar/ candy bars, crackers, tuna salad, salad, pears, oranges, ramen, almonds, gatorade, chicken wings",,
178,,Cancelled,,Steven Gordon,3529426194,mf05pep72x@iloveapps.com,,,1741 SW 21ST TER,,,,,,1,,"Cookies, Jello, Nutri bar/ candy bars, crackers, tuna salad, salad, pears, oranges, ramen, almonds, gatorade, chicken wings",,
179,,Cancelled,,Brian Odom,3522673034,azo2mwwyzx@pureemail.com,,,2674 NE 20TH CT,,,,,,1,,"Wheat bread, oranges, plums, cashews, pringles, chips, non gmo organic beef, chicken wings",,
180,,Cancelled,,Patrick Schroeder,3520731792,5pgfsqydbo@pureemail.com,,,3637 SE 61ST ST,,,,,,1,No microwave,"Ready to eat foods, soda, snacks, gogurt, peanuts, trail mix",,
181,,Cancelled,,Theresa Rivera,3525940550,rxr91seemf@hotmail.com,,,735 NE 34TH ST,,,,,,2,Houseless,"Care package+ hygiene, hotdogs, tuna salad, candy, crackers, water, snacks, jerky, ready meals, salami, deli meat, chicken salad, sour candy",,
182,,Cancelled,,Jennifer Robinson,3529037428,sd74opsstb@pureemail.com,,,600 SE 21ST TER,,,,,,1,,"soups, tuna, protein bars, red potatoes, crackers, strawberries, grapes, jerky, trail mx/ nuts",,
183,,Cancelled,,Jack Long,3527779090,lh3dxfl12f@gmail.com,,,3944 SE 56TH ST,,,,,,1,Houseless,"Apples, Wraps, tuna salad, cheez-its, fruit cups, chips, care package, beer, long johns/ clothes",,
184,,Cancelled,,Julie Mccullough,3526357668,1e8ldysdom@hotmail.com,,,3031 NW 44TH ST,,,,,,1,,"Fruit bar, peanut butter, tuna, crackers, slim jim, trail mix, bananas, ",,
185,,Cancelled,,Maria Jones,3526305422,hdudb9p43v@hotmail.com,,,1991 NW 47TH ST,,,,,,1,,"Potted meat, meat meat meat, sardines, chicken wings, ",,
186,,Cancelled,,Angela Cisneros,3524726949,l6lgihlu9k@gmail.com,,,970 NW 19TH ST,,,,,,1,Has microwave,"Meat, hot dogs, snacks, fruit, sandwiches, ready meals, juice, water, trail mix, protein bars",,
187,,Cancelled,,Matthew Rodriguez,3524048432,f4c7is42dc@aol.com,,,2322 NE 38TH AVE,,,,,,1,No can opener,"Tuna/ sardines, soups, ramen, fruit (no melon), blankets, ponchos, scarves, gloves, juice, water",,
188,,Cancelled,,Devin Pearson,3529005311,hnvc0kdlzm@aol.com,,,1602 SE 9TH CT,,,,,,1,Has microwave,"Jerky, soups, ready meals, juice, sparkling water, ramen, oatmeal",,
189,,Cancelled,,Carol Evans,3526293203,q70fbclshr@iloveapps.com,,,1331 SE 43RD CT,,,,,,1,Has kitchen,"Ready meals, cereal, milk, microwave meals, snacks, ",,
190,,Cancelled,,Ryan Rodriguez,3526640323,591rrsjjeu@gmail.com,,,1299 NE 9TH PL,,,,,,1,Houseless,"Hygiene kit, spray, socks, undies, gloves, bras, fruits, grapes, strawberries, soup, ramen, crackers, oatmeal",,
191,,Cancelled,,Christopher Reyes,3529879646,8hgtsimaag@gmail.com,,,3288 NW 10TH BLVD,,,,,,1,,"Peanut butter, cereal, crackers, tuna",,
192,,Cancelled,,Samantha Morrow,3528500036,o7u3adzxha@aol.com,,,3864 SE 74TH PL,,,,,,1,,Size 40 pants,,
193,,Cancelled,,Shelly Cox,3523478952,6v6eob25tr@gmail.com,,,2462 SW 62ND ST,,,,,,1,,"Cereal, nuts nuts nuts",,
194,,Cancelled,,Stacey Kelly,3522781705,ax3wdmw8fd@pureemail.com,,,3825 SW 70TH ST,,,,,,1,,"Ready to eat foods, soda, snacks, gogurt, peanuts, trail mix",,
195,,Cancelled,,Tricia Atkins,3526955177,px8yi7r4rj@pureemail.com,,,1837 NW 52ND AVE,,,32601,,,1,Vegan,(No pref. ind.),,
196,326,Waitlist - Waiting,,Daniel White,3520502336,w9tik5sorv@gmail.com,English,2,2387 SW 50TH AVE,,APT 43,32601,29.699532,-82.247772,1,No chicken or turkey (nothing on bones). No beets and brussels sprouts,"Strawberries, bananas, mangoes, grapes, peaches; salad mixes, dressings (Italian or ranch), carrots, any veg); any bread, cakes, cupcakes, danishes; can green beans, whole kernel corn, peaches; pasta, eggs, 2% milk, cheese; hamburger, sandwich meat",,
197,327,Active,,Anna Thomas,3523518118,gn2r67cq1o@gmail.com,English,7,1696 SW 2ND ST,1,APT H3,32609,29.72244,-82.281063,2,"Check for pre-pack bag. No white rice, no white bread, no sugary or starchy stuff (T2 Diabetic), no pork, no broccoli, no oranges","Fruits (bananas, apples, no oranges, not picky), vegetables (all), whole wheat bread, canned fruits e.g. fruit cocktail, oatmeal, cereal (low sugar e.g. Cheerios), eggs, 2% milk, meat (bacon and sausage ok, no pork), butter.",,DIAB
198,328,Active,,Adrian Michael,3524441921,g4smhlxhwf@iloveapps.com,English,10,1707 SE 35TH PL,4,,32641,29.706808,-82.260621,4,,"Fruits (bananas, grapes, mangoes), vegetables (collards, mustards, cabbage), bread (honey wheat). pastries, canned tomatoes, eggs, milk, meat (hamburger, pork chop, sausage), beef stew",,
199,329,Active,,Alyssa Fischer,3525442277,y6g66mwlg7@iloveapps.com,English,7,2307 SE 29TH AVE,2,APT H2,32609,29.737227,-82.249167,2,"No oatmeal, no cereal, no milk, no tomatoes, no black beans","Fruits (any, more fruit), vegetables (any, cauliflower, broccoli, slaw, lettuce/carrots mix), white bread, donuts, cinnamon rolls, chili beans, pork and beans, canned Vienna sausage, eggs, meat (bacon, pork chop, steaks, any except lamb chops, tilapia)",,
200,330,Active,,Stephanie Kelley,3521421536,k49op2uuac@gmail.com,English,6,2839 NE 67TH AVE,4,,32641,29.666188,-82.222975,1,No corn,"Fruits (any, peaches esp.), vegetables (green beans, any), bread (white), pastries, canned beans, any canned goods, eggs, milk",,
201,331,Initial Outreach Failed,,Todd Watts,3524401589,6jtf196bcg@aol.com,English,,997 SW 73RD ST,,,,,,,,,,
202,332,Waitlist - Waiting,,Gregory Miller,3520270925,c9wfmjgikc@aol.com,English,7,873 SE 2ND PL,,APT G8,32609,29.757145,-82.325463,3,,"Fruits and vegetables (any), white bread, pastries, any canned goods, eggs, milk, pig feet, pig innard, pork chops, steak, liver, any meat",,
203,333,Active,,Sarah Green,3526468181,172qtudmgj@gmail.com,English,7,11 NE 75TH TER,3,APT J3,32609,29.72023,-82.228993,6,,"Fruits (any), vegetables (corn, broccoli, peas, potatoes), butter and white bread, pastries, canned tomatoes, canned fruits, pasta, eggs, milk, meat (bacon, chicken, hamburger, pork chops, bologne, lunch meat, bagged fish)",,
204,334,Active,,Susan Hernandez,3529119365,eqitlwj4e9@aol.com,English,15,1509 SW 80TH BLVD,6,APT 138,32641,29.652987,-82.245065,4,"No bread, selective on vegetables","Fruits (any), veg (green beans, green veg, cabbage, broccoli, tomatoes), pastries, canned tomatoes, pasta, spaghetti sauce, eggs, milk, chicken, any meat",,
205,335,Active,,Pamela Nguyen,3520844605,jzplbho1cy@aol.com,English,10,1372 SE 2ND ST,6,,32641,29.7225,-82.224654,1,"Low sodium, low fat. No spicy food. No acidic food (e.g. canned tomatoes, lemons, pineapples) Nonfat milk only. No white bread, no pastries","Peaches, oranges, applesauce, veg (spinach, carrots, radishes, celery, cucumber, any squash, sweet potatoes, onions, garlic, no salads), canned beans (any var), no canned gr beans, canned tuna. Wheat, rye bread, sourdough. Nonfat milk, eggs, fish.",,
206,336,Active,,Jason Brown,3527106512,xzhdrpipih@gmail.com,Spanish,16,1297 SW 47TH BLVD,5,APT 103,32607,29.73537,-82.400457,5,No pork,"Fruits and vegetables (any), bread (any), pastries (any), canned goods and pasta, eggs, milk, beef, chicken ",,
207,337,Initial Outreach Failed,,Matthew Wagner,3520022871,zj919hqyj7@iloveapps.com,English,,1228 SE 73RD CT,,,,,,,,,,
208,338,Waitlist - Waiting,,Kathryn Davis,3528164731,nzvxhqkm59@gmail.com,English,10,2823 SW 16TH CT,,,32641,29.642854,-82.262303,5,,"Fruits (oranges, grapes, all fruit), vegetables (green beans, not picky), white bread, pastries, canned goods (tuna, pasta, anything), eggs, milk, meat (chicken and beef)",,
209,339,Waitlist - Waiting,,Jessica Morse,3527651392,296sgosal4@gmail.com,English,12,866 NE 22ND CT,,APT 9203,32607,29.703692,-82.395049,4,,"Apples, oranges, grapes not picky about fruit. Salads, corn, string beans, pork and beans, greens. Butter bread, donuts, cookies, cakes. Canned tuna, raisins, tomato sauce, juice, cereal, rice krispie treats. Eggs, cheese, milk, hamburger, turkey.",,
210,340,Waitlist - Waiting,,James Elliott,3521110623,yhskr7apqd@aol.com,English,11,433 SW 17TH TER,,Lot 217,32609,29.733356,-82.218551,3,Low sodium,"Any fruit, any veg, white or jewish rye bread, pastries esp donuts. Canned veg, tuna, chicken, soups, stews. Eggs, milk, meat  ",,
211,341,Active,,Clinton Lamb,3522585408,a46s22jo7c@iloveapps.com,English,5,1591 SE 42ND PL,2,Apt 270,32605,29.708164,-82.274992,1,"Check for pre-pack bag. No peanuts, nuts, no beans (soy okay) or lentils, no leafy greens and brassicas (broccoli family stuff, cabbages okay), no dried fruit, no garlic, no dairy, no pastries","Fruits (guava, kiwi, any), veg (any possible barring restrictions), white bread (sliced similar) (dairy okay), canned soups and stews, canned fruit, canned fish, jam and jelly, 1/2 dozen eggs, meat",,MULT
212,342,Waitlist - Waiting,,Louis Turner,3528371710,o45upj23y8@gmail.com,English,8,1665 SW 61ST AVE,,Lot 98A,32609,29.698277,-82.25949,2,"No peas and cauliflowers, no carrots","Fruits (apples, pears, oranges, peaches, plums), vegetables (broc, string beans, brus sprouts, corn, salads), sliced bread, pastries, pasta, pasta sauce, eggs, milk, meat",,
213,,Urgent,,Marissa Huang,3522821218,upshd1irxb@aol.com,,,3872 NW 26TH AVE,,,32641,29.665547,-82.225701,5,,,,
214,343,Active,,Shawn Smith,3529766528,yp2xne7z2r@gmail.com,English,8,3835 SE 4TH ST,5,Lot 189B,32609,29.742007,-82.250246,2,"Check for pre-pack bag. No peanut butter (peanut fine), diabetic (low-sodium, sugar free), no liver, one person can't eat corn","Fruits (peaches, bananas, apples, any), veg (any), rye bread, bagels, pastries, canned goods (no beans, baked beans okay, no raisins, anything else fine), eggs, milk, meat",,DIAB
